Job_No,Due_Date,Part_No,Qty,Comp_Part,Issue_Qty
32655-0000,11/12/2020 0:00,102-0001                 ,15,100-0001-RMA             ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,200-0064                 ,10
32655-0000,11/12/2020 0:00,102-0001                 ,15,200-0068                 ,2
32655-0000,11/12/2020 0:00,102-0001                 ,15,200-0070                 ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,200-0071                 ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,200-0097                 ,60
32655-0000,11/12/2020 0:00,102-0001                 ,15,200-0104                 ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,200-0109                 ,30
32655-0000,11/12/2020 0:00,102-0001                 ,15,200-0110                 ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,200-0111                 ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,200-0113                 ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,210-0068                 ,60
32655-0000,11/12/2020 0:00,102-0001                 ,15,210-0226                 ,30
32655-0000,11/12/2020 0:00,102-0001                 ,15,230-0014                 ,90
32655-0000,11/12/2020 0:00,102-0001                 ,15,230-0176                 ,30
32655-0000,11/12/2020 0:00,102-0001                 ,15,230-0270                 ,24
32655-0000,11/12/2020 0:00,102-0001                 ,15,230-0300                 ,82
32655-0000,11/12/2020 0:00,102-0001                 ,15,230-0304                 ,180
32655-0000,11/12/2020 0:00,102-0001                 ,15,230-0346                 ,30
32655-0000,11/12/2020 0:00,102-0001                 ,15,230-0418                 ,60
32655-0000,11/12/2020 0:00,102-0001                 ,15,260-0005                 ,30
32655-0000,11/12/2020 0:00,102-0001                 ,15,260-0024                 ,3
32655-0000,11/12/2020 0:00,102-0001                 ,15,270-0004                 ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,270-0036                 ,540
32655-0000,11/12/2020 0:00,102-0001                 ,15,285-0006                 ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,285-0010                 ,30
32655-0000,11/12/2020 0:00,102-0001                 ,15,285-0032                 ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,285-0033                 ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,300-0019                 ,1
32655-0000,11/12/2020 0:00,102-0001                 ,15,300-0059                 ,30
32655-0000,11/12/2020 0:00,102-0001                 ,15,300-0074                 ,30
32655-0000,11/12/2020 0:00,102-0001                 ,15,300-0129                 ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,300-0130                 ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,300-0133                 ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,360-0030                 ,0
32655-0000,11/12/2020 0:00,102-0001                 ,15,360-0031                 ,1
32655-0000,11/12/2020 0:00,102-0001                 ,15,423-0010                 ,30
32655-0000,11/12/2020 0:00,102-0001                 ,15,423-0011                 ,30
32655-0000,11/12/2020 0:00,102-0001                 ,15,425-0003                 ,30
32655-0000,11/12/2020 0:00,102-0001                 ,15,500-0100-B               ,1
32655-0000,11/12/2020 0:00,102-0001                 ,15,500-0400-B               ,1
32655-0000,11/12/2020 0:00,102-0001                 ,15,800-0006                 ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,800-0007                 ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,800-0018                 ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,800-0019                 ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,800-0031                 ,0
32655-0000,11/12/2020 0:00,102-0001                 ,15,800-0032                 ,30
32655-0000,11/12/2020 0:00,102-0001                 ,15,800-0033                 ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,810-0003                 ,30
32655-0000,11/12/2020 0:00,102-0001                 ,15,810-0005                 ,30
32655-0000,11/12/2020 0:00,102-0001                 ,15,820-0001                 ,90
32655-0000,11/12/2020 0:00,102-0001                 ,15,840-0001                 ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,880-0005                 ,15
32655-0000,11/12/2020 0:00,102-0001                 ,15,915-0001                 ,15
