Job_No,Completed_Date,Part_No,Qty,Comp_Part,Issue_Qty
33333-0000,05/25/2021,102-0001                 ,50.00000,100-0001-RMA             ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,200-0070                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,200-0071                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,200-0097                 ,200.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,200-0104                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,200-0109                 ,100.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,200-0110                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,200-0111                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,200-0113                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,210-0068                 ,200.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,210-0226                 ,100.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,230-0014                 ,300.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,230-0176                 ,100.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,230-0304                 ,600.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,230-0346                 ,100.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,230-0396                 ,1800.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,230-0418                 ,200.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,260-0005                 ,100.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,270-0004                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,270-0036                 ,0.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,285-0010                 ,100.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,285-0032                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,285-0033                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,285-0039                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,300-0059                 ,100.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,300-0074                 ,100.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,300-0129                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,300-0130                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,300-0133                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,360-0030                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,360-0031                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,360-0032                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,360-0033                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,423-0010                 ,100.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,423-0011                 ,100.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,425-0003                 ,100.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,800-0006                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,800-0007                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,800-0018                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,800-0019                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,800-0031                 ,150.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,800-0032                 ,100.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,800-0033                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,810-0003                 ,100.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,820-0001                 ,300.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,840-0001                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,880-0005                 ,50.00000
33333-0000,05/25/2021,102-0001                 ,50.00000,915-0001                 ,50.00000

