Job_No,Completed_Date,Part_No,Qty,Comp_Part,Issue_Qty
33789-0000,9/16/21,150-0009          ,60,100-0001-RMA             ,60
33789-0000,9/16/21,150-0009          ,60,200-0070                 ,15
33789-0000,9/16/21,150-0009          ,60,200-0071                 ,14
33789-0000,9/16/21,150-0009          ,60,200-0097                 ,24
33789-0000,9/16/21,150-0009          ,60,200-0109                 ,14
33789-0000,9/16/21,150-0009          ,60,200-0110                 ,12
33789-0000,9/16/21,150-0009          ,60,210-0068                 ,12
33789-0000,9/16/21,150-0009          ,60,230-0176                 ,120
33789-0000,9/16/21,150-0009          ,60,230-0327                 ,2
33789-0000,9/16/21,150-0009          ,60,230-0346                 ,120
33789-0000,9/16/21,150-0009          ,60,230-0396                 ,396
33789-0000,9/16/21,150-0009          ,60,230-0418                 ,240
33789-0000,9/16/21,150-0009          ,60,260-0024                 ,3
33789-0000,9/16/21,150-0009          ,60,285-0010                 ,120
33789-0000,9/16/21,150-0009          ,60,285-0076                 ,60
33789-0000,9/16/21,150-0009          ,60,300-0019                 ,2
33789-0000,9/16/21,150-0009          ,60,300-0059                 ,14
33789-0000,9/16/21,150-0009          ,60,300-0074                 ,6
33789-0000,9/16/21,150-0009          ,60,300-0129                 ,8
33789-0000,9/16/21,150-0009          ,60,300-0130                 ,8
33789-0000,9/16/21,150-0009          ,60,423-0010                 ,120
33789-0000,9/16/21,150-0009          ,60,800-0006                 ,70
33789-0000,9/16/21,150-0009          ,60,800-0007                 ,70
33789-0000,9/16/21,150-0009          ,60,800-0018                 ,70
33789-0000,9/16/21,150-0009          ,60,800-0019                 ,70
33789-0000,9/16/21,150-0009          ,60,800-0031                 ,210
33789-0000,9/16/21,150-0009          ,60,800-0032                 ,160
33789-0000,9/16/21,150-0009          ,60,800-0033                 ,70
33789-0000,9/16/21,150-0009          ,60,810-0003                 ,120
33789-0000,9/16/21,150-0009          ,60,810-0005                 ,140
33789-0000,9/16/21,150-0009          ,60,820-0001                 ,360
33789-0000,9/16/21,150-0009          ,60,840-0001                 ,60
33789-0000,9/16/21,150-0009          ,60,880-0005                 ,60
