Job_No,Completed_Date,Part_No,Qty,Comp_Part,Issue_Qty
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,100-0001-RMA             ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,200-0070                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,200-0071                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,200-0097                 ,40.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,200-0104                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,200-0109                 ,20.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,200-0110                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,200-0111                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,200-0113                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,210-0068                 ,40.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,210-0226                 ,20.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,230-0014                 ,60.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,230-0176                 ,20.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,230-0304                 ,120.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,230-0346                 ,20.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,230-0396                 ,360.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,230-0418                 ,40.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,260-0005                 ,20.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,270-0004                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,270-0036                 ,0.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,285-0010                 ,20.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,285-0032                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,285-0033                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,285-0039                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,300-0059                 ,20.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,300-0074                 ,20.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,300-0129                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,300-0130                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,300-0133                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,360-0030                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,360-0031                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,360-0032                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,360-0033                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,423-0010                 ,20.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,423-0011                 ,20.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,425-0003                 ,20.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,800-0006                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,800-0007                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,800-0018                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,800-0019                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,800-0031                 ,30.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,800-0032                 ,20.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,800-0033                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,810-0003                 ,20.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,820-0001                 ,60.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,840-0001                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,880-0005                 ,10.00000
33216-0000,4/9/2021 12:00:00 AM,102-0001                 ,10.00000,915-0001                 ,10.00000

