Job_No,Due_Date,Part_No,Qty,Comp_Part,Issue_Qty
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,100-0001-RMA             ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,200-0070                 ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,200-0071                 ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,200-0097                 ,12.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,200-0104                 ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,200-0109                 ,6.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,200-0110                 ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,200-0111                 ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,200-0113                 ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,210-0068                 ,12.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,210-0226                 ,6.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,230-0014                 ,18.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,230-0176                 ,6.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,230-0304                 ,36.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,230-0346                 ,6.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,230-0418                 ,12.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,260-0005                 ,6.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,270-0004                 ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,270-0036                 ,108.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,285-0010                 ,6.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,285-0032                 ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,285-0033                 ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,285-0039                 ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,300-0059                 ,6.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,300-0074                 ,6.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,300-0129                 ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,300-0130                 ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,300-0133                 ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,360-0030                 ,6.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,360-0031                 ,6.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,423-0010                 ,6.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,423-0011                 ,6.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,425-0003                 ,6.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,800-0006                 ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,800-0007                 ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,800-0018                 ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,800-0019                 ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,800-0031                 ,9.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,800-0032                 ,6.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,800-0033                 ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,810-0003                 ,6.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,820-0001                 ,18.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,840-0001                 ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,880-0005                 ,3.00000
33005-0000,2/17/2021 12:00:00 AM,102-0001                 ,3.00000,915-0001                 ,3.00000

