Job_No,Due_Date,Part_No,Qty,Comp_Part,Issue_Qty
32649-0000,11/11/2020 0:00,150-0012                 ,17,100-0001-URB             ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,150-0010                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,200-0064                 ,9
32649-0000,11/11/2020 0:00,150-0012                 ,17,200-0070                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,200-0071                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,200-0097                 ,68
32649-0000,11/11/2020 0:00,150-0012                 ,17,200-0104                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,200-0109                 ,34
32649-0000,11/11/2020 0:00,150-0012                 ,17,200-0110                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,200-0111                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,200-0113                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,210-0068                 ,68
32649-0000,11/11/2020 0:00,150-0012                 ,17,210-0226                 ,34
32649-0000,11/11/2020 0:00,150-0012                 ,17,230-0014                 ,102
32649-0000,11/11/2020 0:00,150-0012                 ,17,230-0176                 ,34
32649-0000,11/11/2020 0:00,150-0012                 ,17,230-0270                 ,12
32649-0000,11/11/2020 0:00,150-0012                 ,17,230-0300                 ,64
32649-0000,11/11/2020 0:00,150-0012                 ,17,230-0304                 ,204
32649-0000,11/11/2020 0:00,150-0012                 ,17,230-0346                 ,34
32649-0000,11/11/2020 0:00,150-0012                 ,17,230-0388                 ,204
32649-0000,11/11/2020 0:00,150-0012                 ,17,230-0418                 ,68
32649-0000,11/11/2020 0:00,150-0012                 ,17,260-0005                 ,34
32649-0000,11/11/2020 0:00,150-0012                 ,17,260-0024                 ,2
32649-0000,11/11/2020 0:00,150-0012                 ,17,270-0004                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,270-0036                 ,612
32649-0000,11/11/2020 0:00,150-0012                 ,17,285-0006                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,285-0010                 ,34
32649-0000,11/11/2020 0:00,150-0012                 ,17,285-0032                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,285-0033                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,300-0059                 ,34
32649-0000,11/11/2020 0:00,150-0012                 ,17,300-0074                 ,34
32649-0000,11/11/2020 0:00,150-0012                 ,17,300-0129                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,300-0130                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,300-0133                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,360-0030                 ,0
32649-0000,11/11/2020 0:00,150-0012                 ,17,360-0031                 ,0
32649-0000,11/11/2020 0:00,150-0012                 ,17,423-0010                 ,34
32649-0000,11/11/2020 0:00,150-0012                 ,17,423-0011                 ,34
32649-0000,11/11/2020 0:00,150-0012                 ,17,425-0003                 ,34
32649-0000,11/11/2020 0:00,150-0012                 ,17,430-0004                 ,68
32649-0000,11/11/2020 0:00,150-0012                 ,17,800-0006                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,800-0007                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,800-0018                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,800-0019                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,800-0025                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,800-0031                 ,0
32649-0000,11/11/2020 0:00,150-0012                 ,17,800-0032                 ,34
32649-0000,11/11/2020 0:00,150-0012                 ,17,800-0033                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,810-0003                 ,34
32649-0000,11/11/2020 0:00,150-0012                 ,17,820-0001                 ,102
32649-0000,11/11/2020 0:00,150-0012                 ,17,840-0001                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,880-0005                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,915-0001                 ,17
32649-0000,11/11/2020 0:00,150-0012                 ,17,931-0013                 ,17
