Job_No,Due_Date,Part_No,Qty,Comp_Part,Issue_Qty
32752-0000,12/1/2020 0:00,150-0012                 ,23,100-0001-URB             ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,150-0010                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,200-0064                 ,4
32752-0000,12/1/2020 0:00,150-0012                 ,23,200-0068                 ,1
32752-0000,12/1/2020 0:00,150-0012                 ,23,200-0070                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,200-0071                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,200-0097                 ,92
32752-0000,12/1/2020 0:00,150-0012                 ,23,200-0104                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,200-0109                 ,46
32752-0000,12/1/2020 0:00,150-0012                 ,23,200-0110                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,200-0111                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,200-0113                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,210-0068                 ,0
32752-0000,12/1/2020 0:00,150-0012                 ,23,210-0226                 ,46
32752-0000,12/1/2020 0:00,150-0012                 ,23,230-0014                 ,138
32752-0000,12/1/2020 0:00,150-0012                 ,23,230-0176                 ,46
32752-0000,12/1/2020 0:00,150-0012                 ,23,230-0270                 ,40
32752-0000,12/1/2020 0:00,150-0012                 ,23,230-0300                 ,76
32752-0000,12/1/2020 0:00,150-0012                 ,23,230-0304                 ,276
32752-0000,12/1/2020 0:00,150-0012                 ,23,230-0346                 ,46
32752-0000,12/1/2020 0:00,150-0012                 ,23,230-0388                 ,276
32752-0000,12/1/2020 0:00,150-0012                 ,23,230-0418                 ,92
32752-0000,12/1/2020 0:00,150-0012                 ,23,260-0005                 ,46
32752-0000,12/1/2020 0:00,150-0012                 ,23,260-0024                 ,6
32752-0000,12/1/2020 0:00,150-0012                 ,23,270-0004                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,270-0036                 ,828
32752-0000,12/1/2020 0:00,150-0012                 ,23,285-0006                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,285-0010                 ,46
32752-0000,12/1/2020 0:00,150-0012                 ,23,285-0032                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,285-0033                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,300-0019                 ,2
32752-0000,12/1/2020 0:00,150-0012                 ,23,300-0059                 ,46
32752-0000,12/1/2020 0:00,150-0012                 ,23,300-0074                 ,46
32752-0000,12/1/2020 0:00,150-0012                 ,23,300-0129                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,300-0130                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,300-0133                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,360-0030                 ,0
32752-0000,12/1/2020 0:00,150-0012                 ,23,360-0031                 ,0
32752-0000,12/1/2020 0:00,150-0012                 ,23,423-0010                 ,46
32752-0000,12/1/2020 0:00,150-0012                 ,23,423-0011                 ,46
32752-0000,12/1/2020 0:00,150-0012                 ,23,425-0003                 ,46
32752-0000,12/1/2020 0:00,150-0012                 ,23,430-0004                 ,92
32752-0000,12/1/2020 0:00,150-0012                 ,23,500-0100-B               ,1
32752-0000,12/1/2020 0:00,150-0012                 ,23,500-0400-B               ,1
32752-0000,12/1/2020 0:00,150-0012                 ,23,800-0006                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,800-0007                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,800-0018                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,800-0019                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,800-0025                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,800-0031                 ,0
32752-0000,12/1/2020 0:00,150-0012                 ,23,800-0032                 ,46
32752-0000,12/1/2020 0:00,150-0012                 ,23,800-0033                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,810-0003                 ,46
32752-0000,12/1/2020 0:00,150-0012                 ,23,820-0001                 ,138
32752-0000,12/1/2020 0:00,150-0012                 ,23,840-0001                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,880-0005                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,915-0001                 ,23
32752-0000,12/1/2020 0:00,150-0012                 ,23,931-0013                 ,23
