Job_No,Completed_Date,Part_No,Qty,Comp_Part,Issue_Qty
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,100-0001-URB             ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,150-0010                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,200-0070                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,200-0071                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,200-0097                 ,16.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,200-0104                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,200-0109                 ,8.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,200-0110                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,200-0111                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,200-0113                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,210-0068                 ,16.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,210-0226                 ,8.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,230-0014                 ,24.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,230-0176                 ,8.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,230-0304                 ,48.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,230-0346                 ,8.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,230-0388                 ,48.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,230-0418                 ,16.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,260-0005                 ,8.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,270-0004                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,270-0036                 ,144.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,285-0010                 ,8.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,285-0032                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,285-0033                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,285-0039                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,300-0059                 ,8.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,300-0074                 ,8.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,300-0129                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,300-0130                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,300-0133                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,360-0030                 ,8.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,360-0031                 ,8.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,423-0010                 ,8.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,423-0011                 ,8.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,425-0003                 ,8.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,430-0004                 ,16.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,800-0006                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,800-0007                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,800-0018                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,800-0019                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,800-0025                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,800-0031                 ,12.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,800-0032                 ,8.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,800-0033                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,810-0003                 ,8.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,820-0001                 ,24.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,840-0001                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,880-0005                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,915-0001                 ,4.00000
32918-0000,1/26/2021 12:00:00 AM,150-0012                 ,4.00000,931-0013                 ,4.00000

