Job_No,Due_Date,Part_No,Qty,Comp_Part,Issue_Qty
32839-0000,12/25/2020 0:00,150-0012                 ,11,100-0001-URB             ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,150-0010                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,200-0064                 ,4
32839-0000,12/25/2020 0:00,150-0012                 ,11,200-0070                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,200-0071                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,200-0097                 ,44
32839-0000,12/25/2020 0:00,150-0012                 ,11,200-0104                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,200-0109                 ,22
32839-0000,12/25/2020 0:00,150-0012                 ,11,200-0110                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,200-0111                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,200-0113                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,210-0068                 ,0
32839-0000,12/25/2020 0:00,150-0012                 ,11,210-0226                 ,22
32839-0000,12/25/2020 0:00,150-0012                 ,11,230-0014                 ,66
32839-0000,12/25/2020 0:00,150-0012                 ,11,230-0176                 ,22
32839-0000,12/25/2020 0:00,150-0012                 ,11,230-0304                 ,132
32839-0000,12/25/2020 0:00,150-0012                 ,11,230-0346                 ,22
32839-0000,12/25/2020 0:00,150-0012                 ,11,230-0388                 ,132
32839-0000,12/25/2020 0:00,150-0012                 ,11,230-0418                 ,44
32839-0000,12/25/2020 0:00,150-0012                 ,11,260-0005                 ,22
32839-0000,12/25/2020 0:00,150-0012                 ,11,260-0024                 ,3
32839-0000,12/25/2020 0:00,150-0012                 ,11,270-0004                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,270-0036                 ,396
32839-0000,12/25/2020 0:00,150-0012                 ,11,285-0010                 ,22
32839-0000,12/25/2020 0:00,150-0012                 ,11,285-0032                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,285-0033                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,285-0039                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,300-0059                 ,22
32839-0000,12/25/2020 0:00,150-0012                 ,11,300-0074                 ,22
32839-0000,12/25/2020 0:00,150-0012                 ,11,300-0129                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,300-0130                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,300-0133                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,360-0030                 ,0
32839-0000,12/25/2020 0:00,150-0012                 ,11,360-0031                 ,0
32839-0000,12/25/2020 0:00,150-0012                 ,11,423-0010                 ,22
32839-0000,12/25/2020 0:00,150-0012                 ,11,423-0011                 ,22
32839-0000,12/25/2020 0:00,150-0012                 ,11,425-0003                 ,22
32839-0000,12/25/2020 0:00,150-0012                 ,11,430-0004                 ,44
32839-0000,12/25/2020 0:00,150-0012                 ,11,800-0006                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,800-0007                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,800-0018                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,800-0019                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,800-0025                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,800-0031                 ,33
32839-0000,12/25/2020 0:00,150-0012                 ,11,800-0032                 ,22
32839-0000,12/25/2020 0:00,150-0012                 ,11,800-0033                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,810-0003                 ,22
32839-0000,12/25/2020 0:00,150-0012                 ,11,820-0001                 ,66
32839-0000,12/25/2020 0:00,150-0012                 ,11,840-0001                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,880-0005                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,915-0001                 ,11
32839-0000,12/25/2020 0:00,150-0012                 ,11,931-0013                 ,11
