Job_No,Completed_Date,Part_No,Qty,Comp_Part,Issue_Qty
33985-0000,10/26/2021,150-0012                 ,60.00000,100-0001-URB             ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,150-0010                 ,0.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,200-0064                 ,15.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,200-0070                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,200-0071                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,200-0097                 ,240.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,200-0104                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,200-0109                 ,120.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,200-0110                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,200-0111                 ,0.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,200-0113                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,200-0202                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,210-0068                 ,240.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,210-0081                 ,7.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,210-0086                 ,12.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,210-0226                 ,120.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,230-0014                 ,360.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,230-0176                 ,120.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,230-0304                 ,720.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,230-0346                 ,120.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,230-0388                 ,720.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,230-0396                 ,2160.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,230-0418                 ,240.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,260-0005                 ,120.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,260-0007                 ,10.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,260-0024                 ,26.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,260-0078                 ,15.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,270-0004                 ,0.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,270-0036                 ,0.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,285-0010                 ,120.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,285-0032                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,285-0033                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,285-0039                 ,0.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,285-0053                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,285-0076                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,300-0019                 ,7.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,300-0059                 ,120.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,300-0074                 ,120.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,300-0129                 ,33.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,300-0130                 ,31.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,300-0133                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,300-0247                 ,33.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,300-0248                 ,30.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,360-0030                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,360-0031                 ,57.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,360-0032                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,360-0033                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,423-0002                 ,20.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,423-0010                 ,120.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,423-0011                 ,120.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,425-0003                 ,120.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,430-0004                 ,240.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,800-0006                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,800-0007                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,800-0018                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,800-0019                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,800-0025                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,800-0031                 ,27.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,800-0032                 ,120.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,800-0033                 ,4.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,800-0042                 ,0.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,810-0003                 ,120.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,820-0001                 ,360.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,840-0001                 ,0.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,840-0002                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,880-0005                 ,60.00000
33985-0000,10/26/2021,150-0012                 ,60.00000,915-0001                 ,60.00000
