Job_No,Completed_Date,Part_No,Qty,Comp_Part,Issue_Qty
34018-0000,10/29/2021,150-0012                 ,53.00000,100-0001-URB             ,37.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,100-0001-URB             ,16.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,150-0010                 ,0.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,200-0070                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,200-0071                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,200-0097                 ,212.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,200-0104                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,200-0109                 ,106.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,200-0110                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,200-0111                 ,0.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,200-0113                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,200-0202                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,210-0068                 ,135.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,210-0081                 ,2.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,210-0086                 ,5.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,210-0226                 ,106.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,230-0014                 ,318.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,230-0176                 ,106.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,230-0304                 ,636.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,230-0346                 ,106.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,230-0388                 ,636.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,230-0396                 ,1908.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,230-0418                 ,212.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,260-0005                 ,106.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,260-0007                 ,20.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,260-0024                 ,8.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,260-0078                 ,13.25000
34018-0000,10/29/2021,150-0012                 ,53.00000,270-0004                 ,0.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,270-0036                 ,0.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,285-0010                 ,106.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,285-0032                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,285-0033                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,285-0039                 ,0.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,285-0053                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,285-0076                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,300-0019                 ,2.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,300-0059                 ,106.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,300-0074                 ,69.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,300-0129                 ,0.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,300-0130                 ,0.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,300-0133                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,300-0247                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,300-0248                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,360-0030                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,360-0031                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,360-0032                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,360-0033                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,360-0055                 ,1.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,423-0002                 ,18.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,423-0010                 ,106.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,423-0011                 ,106.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,425-0003                 ,106.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,430-0004                 ,212.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,800-0006                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,800-0007                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,800-0018                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,800-0019                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,800-0025                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,800-0031                 ,0.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,800-0031                 ,159.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,800-0032                 ,106.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,800-0033                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,800-0042                 ,0.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,810-0003                 ,106.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,820-0001                 ,318.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,840-0001                 ,0.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,840-0002                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,880-0005                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,915-0001                 ,53.00000
34018-0000,10/29/2021,150-0012                 ,53.00000,931-0013                 ,53.00000

