Job_No,Completed_Date,Part_No,Qty,Comp_Part,Issue_Qty
33277-0000,04/30/2021,102-0001                 ,15.00000,100-0001-RMA             ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,200-0070                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,200-0071                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,200-0097                 ,60.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,200-0104                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,200-0109                 ,30.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,200-0110                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,200-0111                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,200-0113                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,210-0068                 ,60.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,210-0226                 ,30.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,230-0014                 ,90.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,230-0176                 ,30.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,230-0304                 ,180.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,230-0346                 ,30.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,230-0396                 ,540.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,230-0418                 ,60.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,260-0005                 ,30.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,270-0004                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,270-0036                 ,0.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,285-0010                 ,30.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,285-0032                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,285-0033                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,285-0039                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,300-0059                 ,30.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,300-0074                 ,30.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,300-0129                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,300-0130                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,300-0133                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,360-0030                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,360-0031                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,360-0032                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,360-0033                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,360-0055                 ,3.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,423-0010                 ,30.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,423-0011                 ,30.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,425-0003                 ,30.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,800-0006                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,800-0007                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,800-0018                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,800-0019                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,800-0031                 ,45.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,800-0032                 ,30.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,800-0033                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,810-0003                 ,30.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,820-0001                 ,90.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,840-0001                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,880-0005                 ,15.00000
33277-0000,04/30/2021,102-0001                 ,15.00000,915-0001                 ,15.00000

