Job_No,Due_Date,Part_No,Qty,Comp_Part,Issue_Qty
32625-0000,11/4/2020 0:00,102-0001                 ,3,100-0001-RMA             ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,200-0064                 ,2
32625-0000,11/4/2020 0:00,102-0001                 ,3,200-0070                 ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,200-0071                 ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,200-0097                 ,12
32625-0000,11/4/2020 0:00,102-0001                 ,3,200-0104                 ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,200-0109                 ,6
32625-0000,11/4/2020 0:00,102-0001                 ,3,200-0110                 ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,200-0111                 ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,200-0113                 ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,210-0068                 ,6
32625-0000,11/4/2020 0:00,102-0001                 ,3,210-0226                 ,6
32625-0000,11/4/2020 0:00,102-0001                 ,3,230-0014                 ,18
32625-0000,11/4/2020 0:00,102-0001                 ,3,230-0176                 ,6
32625-0000,11/4/2020 0:00,102-0001                 ,3,230-0270                 ,4
32625-0000,11/4/2020 0:00,102-0001                 ,3,230-0300                 ,10
32625-0000,11/4/2020 0:00,102-0001                 ,3,230-0304                 ,36
32625-0000,11/4/2020 0:00,102-0001                 ,3,230-0346                 ,6
32625-0000,11/4/2020 0:00,102-0001                 ,3,230-0418                 ,12
32625-0000,11/4/2020 0:00,102-0001                 ,3,260-0005                 ,6
32625-0000,11/4/2020 0:00,102-0001                 ,3,270-0004                 ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,270-0036                 ,108
32625-0000,11/4/2020 0:00,102-0001                 ,3,285-0006                 ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,285-0010                 ,6
32625-0000,11/4/2020 0:00,102-0001                 ,3,285-0032                 ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,285-0033                 ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,300-0019                 ,1
32625-0000,11/4/2020 0:00,102-0001                 ,3,300-0059                 ,6
32625-0000,11/4/2020 0:00,102-0001                 ,3,300-0074                 ,1
32625-0000,11/4/2020 0:00,102-0001                 ,3,300-0129                 ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,300-0130                 ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,300-0133                 ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,360-0030                 ,0
32625-0000,11/4/2020 0:00,102-0001                 ,3,360-0031                 ,0
32625-0000,11/4/2020 0:00,102-0001                 ,3,423-0010                 ,6
32625-0000,11/4/2020 0:00,102-0001                 ,3,423-0011                 ,6
32625-0000,11/4/2020 0:00,102-0001                 ,3,425-0003                 ,6
32625-0000,11/4/2020 0:00,102-0001                 ,3,800-0006                 ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,800-0007                 ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,800-0018                 ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,800-0019                 ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,800-0031                 ,0
32625-0000,11/4/2020 0:00,102-0001                 ,3,800-0032                 ,6
32625-0000,11/4/2020 0:00,102-0001                 ,3,800-0033                 ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,810-0003                 ,6
32625-0000,11/4/2020 0:00,102-0001                 ,3,820-0001                 ,18
32625-0000,11/4/2020 0:00,102-0001                 ,3,840-0001                 ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,880-0005                 ,3
32625-0000,11/4/2020 0:00,102-0001                 ,3,915-0001                 ,3
