Job_No,Completed_Date,Part_No,Qty,Comp_Part,Issue_Qty
33896-0000,10/12/2021,150-0009                 ,60.00000,260-0024                 ,10.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,260-0078                 ,15.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,270-0004                 ,0.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,270-0036                 ,0.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,285-0010                 ,120.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,285-0032                 ,60.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,285-0033                 ,60.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,285-0039                 ,0.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,285-0053                 ,60.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,285-0076                 ,60.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,300-0002                 ,6.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,300-0019                 ,10.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,300-0059                 ,120.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,300-0074                 ,120.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,300-0078                 ,6.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,300-0129                 ,60.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,300-0130                 ,60.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,300-0133                 ,60.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,300-0141                 ,20.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,360-0030                 ,30.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,360-0031                 ,29.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,360-0032                 ,60.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,430-0004                 ,240.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,800-0042                 ,0.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,360-0033                 ,60.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,423-0010                 ,120.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,423-0011                 ,120.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,425-0003                 ,120.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,800-0006                 ,60.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,800-0007                 ,60.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,800-0018                 ,60.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,800-0019                 ,60.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,800-0032                 ,120.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,800-0033                 ,0.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,810-0003                 ,120.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,820-0001                 ,360.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,840-0001                 ,0.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,840-0002                 ,60.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,880-0005                 ,60.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,915-0001                 ,60.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,800-0031                 ,180.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,800-0033                 ,60.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,430-0002                 ,1.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,500-0102                 ,6.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,500-0400-B               ,10.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,360-0055                 ,20.00000
33896-0000,10/12/2021,150-0009                 ,60.00000,423-0002                 ,10.00000

