Job_No,Due_Date,Part_No,Qty,Comp_Part,Issue_Qty
32642-0000,11/10/2020 0:00,150-0012                 ,12,100-0001-URB             ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,150-0010                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,200-0064                 ,10
32642-0000,11/10/2020 0:00,150-0012                 ,12,200-0070                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,200-0071                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,200-0097                 ,48
32642-0000,11/10/2020 0:00,150-0012                 ,12,200-0104                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,200-0109                 ,24
32642-0000,11/10/2020 0:00,150-0012                 ,12,200-0110                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,200-0111                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,200-0113                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,210-0068                 ,48
32642-0000,11/10/2020 0:00,150-0012                 ,12,210-0226                 ,24
32642-0000,11/10/2020 0:00,150-0012                 ,12,230-0014                 ,72
32642-0000,11/10/2020 0:00,150-0012                 ,12,230-0176                 ,24
32642-0000,11/10/2020 0:00,150-0012                 ,12,230-0270                 ,14
32642-0000,11/10/2020 0:00,150-0012                 ,12,230-0300                 ,32
32642-0000,11/10/2020 0:00,150-0012                 ,12,230-0304                 ,144
32642-0000,11/10/2020 0:00,150-0012                 ,12,230-0346                 ,24
32642-0000,11/10/2020 0:00,150-0012                 ,12,230-0388                 ,144
32642-0000,11/10/2020 0:00,150-0012                 ,12,230-0418                 ,48
32642-0000,11/10/2020 0:00,150-0012                 ,12,260-0005                 ,24
32642-0000,11/10/2020 0:00,150-0012                 ,12,270-0004                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,270-0036                 ,432
32642-0000,11/10/2020 0:00,150-0012                 ,12,285-0006                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,285-0010                 ,24
32642-0000,11/10/2020 0:00,150-0012                 ,12,285-0032                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,285-0033                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,300-0059                 ,24
32642-0000,11/10/2020 0:00,150-0012                 ,12,300-0074                 ,24
32642-0000,11/10/2020 0:00,150-0012                 ,12,300-0129                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,300-0130                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,300-0133                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,360-0030                 ,0
32642-0000,11/10/2020 0:00,150-0012                 ,12,360-0031                 ,0
32642-0000,11/10/2020 0:00,150-0012                 ,12,423-0010                 ,24
32642-0000,11/10/2020 0:00,150-0012                 ,12,423-0011                 ,24
32642-0000,11/10/2020 0:00,150-0012                 ,12,425-0003                 ,24
32642-0000,11/10/2020 0:00,150-0012                 ,12,430-0004                 ,48
32642-0000,11/10/2020 0:00,150-0012                 ,12,800-0006                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,800-0007                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,800-0018                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,800-0019                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,800-0025                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,800-0031                 ,0
32642-0000,11/10/2020 0:00,150-0012                 ,12,800-0032                 ,24
32642-0000,11/10/2020 0:00,150-0012                 ,12,800-0033                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,810-0003                 ,24
32642-0000,11/10/2020 0:00,150-0012                 ,12,820-0001                 ,72
32642-0000,11/10/2020 0:00,150-0012                 ,12,840-0001                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,880-0005                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,915-0001                 ,12
32642-0000,11/10/2020 0:00,150-0012                 ,12,931-0013                 ,12
